"redcap_id","recruit_date","source","recruit_int_summ","ps_proj_eligible","screened","sl_status","randomized","complete","rand_proj"
"S000267",2020-10-28,"pt_in_other_studies","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000268",2020-10-28,"pt_in_other_studies","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000269",2020-10-23,"pt_in_other_studies","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000270",2020-10-23,"pt_in_other_studies","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000271",2020-10-23,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000272",2020-10-23,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000273",2020-10-28,"flyer","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000274",2020-10-23,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000275",2020-10-23,"direct_mail","screening_scheduled","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000277",2020-10-29,"pt_in_other_studies","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000278",2020-10-23,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000279",2020-10-23,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000281",2020-10-23,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000282",2020-10-23,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000283",2020-10-23,"other","screening_scheduled","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000284",2020-10-23,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000285",2020-10-23,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000286",2020-10-23,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000287",2020-10-23,"pt_in_other_studies","screening_scheduled","Project 1","screened","Complete","randomized","complete","rand: Project 1"
"S000288",2021-11-15,"other_person","ineligible","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000289",2020-11-03,"pt_in_other_studies","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000290",2020-10-23,"other","ineligible","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000291",2020-11-04,"pt_in_other_studies","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000292",2020-10-23,"pt_in_other_studies","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000293",2020-11-04,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000294",2020-11-04,"other_person","screening_scheduled","Project 2","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000295",2020-11-04,"facebook","screening_declined","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000296",2020-11-04,"flyer","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000297",2020-11-04,"pt_in_other_studies","screening_scheduled","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000298",2020-11-04,"other","screening_declined","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000299",2020-11-05,"pt_in_other_studies","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000300",2020-10-23,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000301",2020-10-23,"other","ineligible","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000302",2020-10-23,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000303",2020-10-23,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000304",2020-11-05,"pt_in_other_studies","screening_scheduled","Project 3","screened","Withdrawn - Pre-Product","not randomized","not complete","not randomized"
"S000305",2020-11-05,"other","screening_scheduled","Project 2","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 2"
"S000306",2020-10-23,"direct_mail","screening_scheduled","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000307",2020-10-23,"other","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000308",2020-11-05,"pt_in_other_studies","ineligible","Project 2","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000309",2020-11-05,"other_person","screening_scheduled","Project 1","screened","Withdrawn - Pre-Product","not randomized","not complete","not randomized"
"S000310",2020-11-06,"pt_in_other_studies","screening_scheduled","Project 1","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 1"
"S000311",2020-11-06,"pt_in_other_studies","screening_scheduled","Project 3","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 3"
"S000312",2020-11-09,"flyer","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000313",2020-11-09,"pt_in_other_studies","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000314",2020-10-23,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000315",2020-10-23,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000316",2020-11-09,"flyer","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000318",2020-10-23,"pt_in_other_studies","screening_scheduled","Project 1","screened","Complete","randomized","complete","rand: Project 1"
"S000319",2021-11-12,"BuildClinical","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000320",2020-10-23,"other_person","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000321",2020-10-23,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000322",2020-10-23,"other","screening_scheduled","Project 3","screened","Complete","randomized","complete","rand: Project 3"
"S000333",2020-10-23,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000334",2020-10-23,"other","screening_scheduled","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000335",2020-10-23,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000336",2020-10-23,"direct_mail","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000337",2020-10-23,"pt_in_other_studies","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000338",2020-10-23,"pt_in_other_studies","screening_scheduled","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000339",2020-11-10,"flyer","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000340",2020-11-10,"pt_in_other_studies","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000341",2020-10-23,"other","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000342",2021-02-26,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000343",2020-10-23,"direct_mail","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000344",2020-10-23,"direct_mail","screening_scheduled","Project 1 and Project 3","screened","Complete","randomized","complete","rand: Project 1"
"S000345",2020-10-23,"pt_in_other_studies","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000346",2020-10-23,"pt_in_other_studies","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000347",2020-10-23,"other","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000348",2020-10-31,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000349",2020-10-23,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000350",2020-10-23,"craigslist","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000351",2020-11-12,"flyer","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000352",2020-11-12,"flyer","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000353",2020-11-17,"pt_in_other_studies","screening_scheduled","Project 2","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000354",2021-10-28,"front_porch_forum","waiting_list","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000355",2020-11-17,"flyer","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000356",2020-11-18,"other_person","screening_scheduled","Project 1 and Project 3","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 1"
"S000357",2020-10-24,"other","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000358",2020-10-24,"pt_in_other_studies","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000359",2020-10-24,"craigslist","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000360",2020-10-24,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000361",2020-10-24,"other_person","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000362",2020-10-24,"direct_mail","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000363",2020-10-24,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000364",2020-10-24,"other","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000365",2021-05-27,"other","screening_scheduled","Project 3","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 3"
"S000366",2020-10-24,"other","screening_scheduled","Project 3","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 3"
"S000367",2020-10-24,"craigslist","screening_scheduled","Project 1 and Project 3","screened","Complete","randomized","complete","rand: Project 1"
"S000368",2021-04-26,"front_porch_forum","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000369",2020-10-24,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000370",2020-10-25,"other","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000371",2020-10-25,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000372",2020-10-27,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000373",2020-11-20,"pt_in_other_studies","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000374",2020-10-26,"pt_in_other_studies","screening_scheduled","Project 3","screened","Complete","randomized","complete","rand: Project 3"
"S000375",2020-10-26,"direct_mail","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000376",2020-10-26,"other","ineligible","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000377",2020-10-26,"direct_mail","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000378",2020-10-26,"other","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000379",2020-12-01,"pt_in_other_studies","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000380",2020-12-01,"pt_in_other_studies","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000381",2020-12-02,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000382",2020-12-03,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000383",2020-10-27,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000384",2020-10-27,"facebook","screening_scheduled","Project 3","screened","Complete","randomized","complete","rand: Project 3"
"S000385",2020-10-27,"facebook","ineligible","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000386",2020-10-27,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000387",2020-10-27,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000388",2020-10-27,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000389",2020-10-27,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000390",2020-12-04,"pt_in_other_studies","screening_scheduled","Project 2","screened","Complete","randomized","complete","rand: Project 2"
"S000391",2020-10-27,"facebook","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000392",2021-04-18,"facebook","screening_declined","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000393",2020-10-27,"facebook","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000394",2020-10-27,"facebook","screening_scheduled","Project 1 and Project 3","screened","Complete","randomized","complete","rand: Project 1"
"S000395",2020-10-27,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000396",2020-10-27,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000397",2021-09-17,"front_porch_forum","lost_contact","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000398",2020-10-28,"other","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000399",2020-10-28,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000400",2020-10-28,"craigslist","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000401",2020-10-28,"clin_trials_web","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000402",2020-10-28,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000403",2020-10-28,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000404",2020-12-08,"other_person","screening_scheduled","Project 1","screened","Complete","randomized","complete","rand: Project 1"
"S000406",2020-10-28,"other","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000407",2020-10-28,"craigslist","screening_scheduled","Project 3","screened","Complete","randomized","complete","rand: Project 3"
"S000408",2020-10-29,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000409",2020-10-29,"facebook","screening_scheduled","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000410",2020-10-30,"pt_in_other_studies","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000411",2020-10-30,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000412",2020-10-30,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000413",2020-10-30,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000414",2020-10-31,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000415",2020-11-01,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000416",2020-11-01,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000417",2020-11-01,"facebook","screening_scheduled","Project 3","screened","Complete","randomized","complete","rand: Project 3"
"S000418",2020-11-01,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000420",2020-11-03,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000421",2020-11-03,"other","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000422",2020-11-03,"craigslist","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000423",2020-11-04,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000424",2020-11-04,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000425",2020-11-04,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000426",2020-11-04,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000427",2020-11-04,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000428",2020-11-04,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000429",2020-11-04,"other","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000430",2020-11-05,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000431",2020-11-05,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000432",2020-12-18,"flyer","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000433",2020-11-05,"other","screening_scheduled","Project 3","screened","Complete","randomized","complete","rand: Project 3"
"S000434",2020-11-05,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000435",2020-11-05,"facebook","screening_scheduled","Project 2","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000436",2020-11-05,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000437",2020-11-05,"facebook","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000438",2020-11-05,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000439",2020-11-05,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000440",2020-11-05,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000441",2020-11-05,"facebook","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000442",2021-01-04,"flyer","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000443",2021-01-04,"flyer","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000444",2020-11-06,"facebook","ineligible","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000446",2020-11-06,"facebook","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000448",2020-11-06,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000449",2020-11-06,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000450",2020-11-06,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000451",2020-11-06,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000452",2020-11-07,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000453",2020-11-07,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000454",2020-11-07,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000455",2020-11-07,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000456",2020-11-07,"facebook","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000457",2020-11-08,"facebook","screening_scheduled","Project 2","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 2"
"S000458",2020-11-08,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000459",2020-11-08,"facebook","screening_scheduled","Project 3","screened","Complete","randomized","complete","rand: Project 3"
"S000460",2020-11-08,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000461",2020-11-08,"facebook","ineligible","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000462",2020-11-08,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000463",2020-11-08,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000464",2020-11-08,"facebook","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000465",2020-11-08,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000466",2020-11-09,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000467",2021-01-07,"flyer","screening_scheduled","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000469",2020-11-08,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000470",2020-11-10,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000471",2020-11-11,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000472",2020-11-11,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000473",2020-11-11,"pt_in_other_studies","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000474",2020-11-12,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000475",2020-11-12,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000476",2021-07-12,"flyer","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000477",2020-11-12,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000478",2020-11-12,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000479",2020-11-12,"facebook","screening_scheduled","Project 3","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 3"
"S000480",2020-11-12,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000481",2020-11-13,"facebook","ineligible","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000482",2020-11-13,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000483",2020-11-13,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000484",2020-11-14,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000485",2020-11-15,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000486",2020-11-15,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000487",2020-11-15,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000488",2020-11-16,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000489",2020-11-17,"facebook","screening_scheduled","Project 2","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000490",2020-11-17,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000491",2020-11-17,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000492",2020-11-17,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000493",2020-11-17,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000494",2020-11-17,"clin_trials_web","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000495",2020-10-23,"pt_in_other_studies","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000496",2020-10-29,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000497",2020-10-30,"facebook","lost_contact","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000498",2020-10-30,"facebook","screening_scheduled","Project 1","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000499",2020-11-01,"facebook","screening_declined","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000500",2020-11-02,"direct_mail","ineligible","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000501",2020-11-02,"facebook","ineligible","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000502",2020-11-02,"facebook","screening_scheduled","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000503",2020-11-04,"other_person","lost_contact","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000504",2020-11-04,"facebook","lost_contact","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000505",2020-11-04,"facebook","screening_declined","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000506",2020-11-05,"facebook","screening_scheduled","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000507",2020-11-06,"facebook","ineligible","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000508",2020-11-06,"facebook","lost_contact","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000509",2020-11-06,"facebook","ineligible","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000510",2020-11-09,"facebook",NA,"Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000511",2020-11-09,"facebook","screening_scheduled","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000512",2020-11-09,"facebook","lost_contact","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000514",2020-11-09,"facebook","ineligible","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000515",2020-11-10,"facebook","screening_scheduled","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000516",2020-11-11,"facebook","lost_contact","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000517",2020-11-11,"other_person","ineligible","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000518",2020-11-11,"facebook","screening_scheduled","Project 1","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000519",2020-11-11,"facebook","screening_declined","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000520",2020-11-12,"facebook","ineligible","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000521",2020-11-14,"facebook","screening_declined","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000522",2020-11-17,"facebook","screening_declined","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000523",2020-11-17,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000524",2020-11-17,"other_person","ineligible","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000525",2020-11-18,"facebook","ineligible","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000526",2020-11-18,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000527",2020-11-18,"other_person","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000528",2020-11-18,"other_person","lost_contact","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000529",2020-11-18,"facebook","screening_scheduled","Project 2","screened","Complete","randomized","complete","rand: Project 2"
"S000530",2020-11-18,"facebook","lost_contact","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000531",2020-11-19,"other","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000532",2021-01-12,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000533",2020-11-19,"facebook","ineligible","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000534",2020-11-19,"facebook","screening_scheduled","Project 3","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 3"
"S000535",2020-11-19,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000536",2020-11-19,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000540",2020-11-23,"facebook","ineligible","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000541",2020-11-27,"pt_in_other_studies","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000542",2021-01-14,"flyer","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000544",2020-11-28,"facebook","ineligible","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000545",2020-12-04,"facebook","ineligible","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000546",2020-12-04,"facebook","ineligible","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000547",2020-12-04,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000548",2021-08-23,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000549",2020-12-08,"facebook","lost_contact","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000550",2020-12-10,"facebook","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000551",2020-12-11,"craigslist","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000552",2020-12-11,"craigslist","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
