"redcap_id","recruit_date","source","recruit_int_summ","ps_proj_eligible","screened","sl_status","randomized","complete","rand_proj"
"S000703",2020-11-05,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000704",2020-11-05,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000705",2020-11-05,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000706",2020-11-06,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000707",2020-11-06,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000708",2020-11-06,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000709",2020-11-06,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000710",2020-11-06,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000711",2020-11-07,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000712",2020-11-07,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000713",2020-11-07,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000714",2020-11-07,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000715",2020-11-07,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000716",2020-11-08,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000717",2020-11-08,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000718",2020-11-08,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000719",2020-11-08,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000720",2020-11-08,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000721",2020-11-08,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000722",2020-11-08,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000723",2020-11-09,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000724",2020-11-09,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000725",2020-11-09,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000726",2020-11-10,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000727",2020-11-10,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000728",2020-11-10,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000729",2020-11-10,"flyer","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000730",2020-11-10,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000731",2020-11-11,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000732",2020-11-11,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000734",2021-03-10,"facebook","lost_contact","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000735",2021-03-10,"facebook","lost_contact","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000736",2021-03-10,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000737",2021-03-11,"facebook","lost_contact","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000738",2021-03-12,"flyer","screening_scheduled","Project 3","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 3"
"S000739",2020-11-11,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000740",2020-11-11,"flyer","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000741",2020-11-11,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000742",2020-11-11,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000743",2020-11-11,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000744",2020-11-12,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000745",2020-11-12,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000746",2020-11-12,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000747",2020-11-12,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000748",2020-11-12,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000749",2020-11-12,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000750",2020-11-12,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000751",2020-11-12,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000752",2020-11-12,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000753",2021-03-16,"other","screening_declined","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000754",2020-11-13,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000755",2020-11-13,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000756",2020-11-14,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000757",2020-11-14,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000758",2020-11-14,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000759",2020-11-14,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000760",2020-11-14,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000761",2020-11-14,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000762",2020-11-14,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000763",2020-11-14,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000765",2020-11-15,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000766",2020-11-16,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000767",2021-03-12,"other_person","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000768",2021-03-13,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000769",2021-03-13,"flyer","screening_scheduled","Project 3","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 3"
"S000770",2021-03-13,"facebook","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000771",2021-03-14,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000772",2021-03-14,"facebook","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000773",2020-11-16,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000774",2020-11-17,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000775",2020-11-17,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000776",2020-11-17,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000777",2020-11-17,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000778",2020-11-18,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000779",2020-11-18,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000781",2020-11-18,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000782",2020-11-18,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000783",2020-11-19,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000784",2020-11-19,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000785",2020-11-19,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000786",2020-11-19,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000787",2020-11-19,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000789",2020-11-20,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000790",2020-11-20,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000791",2020-11-21,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000792",2021-05-18,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000793",2020-11-23,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000795",2020-11-30,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000796",2020-12-03,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000797",2020-12-03,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000798",2020-12-03,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000799",2020-12-04,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000800",2020-12-04,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000801",2020-12-06,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000802",2020-12-07,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000803",2020-12-09,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000804",2021-03-16,"craigslist","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000805",2021-03-16,"front_porch_forum","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000806",2021-03-17,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000807",2020-12-09,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000808",2020-12-10,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000809",2020-12-11,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000810",2020-12-11,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000811",2020-12-14,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000812",2020-12-15,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000813",2020-12-15,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000814",2020-12-16,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000815",2020-12-16,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000816",2020-12-17,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000817",2020-12-18,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000818",2020-12-18,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000819",2020-12-30,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000820",2020-12-31,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000821",2020-12-15,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000822",2021-01-21,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000823",2021-01-25,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000825",2021-02-02,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000826",2021-02-04,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000827",2021-02-05,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000828",2021-02-06,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000829",2021-02-07,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000830",2021-02-08,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000831",2021-02-12,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000832",2021-02-13,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000833",2021-03-18,"direct_mail","ineligible","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000834",2021-03-18,"front_porch_forum","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000835",2021-03-20,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000836",2021-02-13,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000837",2021-02-13,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000838",2021-02-14,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000839",2021-02-14,"facebook","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000840",2021-02-15,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000841",2021-02-15,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000842",2021-02-16,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000843",2021-11-29,"BuildClinical","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000844",2021-06-17,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000845",2021-02-18,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000846",2021-02-17,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000847",2021-02-19,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000848",2021-02-19,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000849",2021-02-21,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000850",2021-02-22,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000851",2021-02-23,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000852",2021-02-23,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000853",2021-02-23,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000854",2021-02-24,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000855",2021-06-06,"facebook","screening_scheduled","Project 2","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000856",2021-02-25,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000857",2021-02-27,"neighborhood_news","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000858",2021-02-27,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000859",2021-02-28,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000860",2021-03-02,"google","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000861",2021-03-02,"flyer","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000862",2021-03-02,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000864",2021-03-03,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000865",2021-03-04,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000867",2021-03-05,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000868",2021-03-05,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000869",2021-03-05,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000870",2021-03-05,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000871",2021-03-06,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000872",2021-03-06,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000873",2021-03-07,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000874",2021-03-07,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000875",2021-03-07,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000876",2021-03-07,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000877",2021-03-08,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000879",2021-03-09,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000880",2021-03-09,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000881",2021-03-10,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000882",2021-03-12,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000883",2021-03-12,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000884",2021-03-12,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000885",2021-03-13,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000886",2021-03-14,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000887",2021-03-15,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000888",2021-03-15,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000889",2021-03-16,"front_porch_forum","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000890",2021-03-17,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000891",2021-03-17,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000892",2021-03-18,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000893",2021-03-18,"front_porch_forum","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000894",2021-03-19,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000895",2021-03-19,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000896",2021-03-20,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000897",2021-03-20,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000898",2021-03-20,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000899",2021-03-20,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000900",2021-03-22,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000901",2021-03-22,"tiktok","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000902",2021-03-22,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000903",2021-03-23,"tiktok","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000904",2021-03-24,"flyer","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000905",2021-03-24,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000906",2021-03-24,"facebook","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000907",2021-03-24,"facebook","screening_scheduled","Project 3","screened","Complete","randomized","complete","rand: Project 3"
"S000908",2021-03-24,"other","screening_scheduled","Project 1","screened","Complete","randomized","complete","rand: Project 1"
"S000909",2021-03-25,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000910",2021-03-22,"other","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000911",2021-03-22,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000912",2021-03-23,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000913",2021-03-24,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000914",2021-03-24,"tiktok","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000915",2021-03-24,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000916",2021-03-25,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000917",2021-03-26,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000918",2021-03-27,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000920",2021-03-28,"google","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000921",2021-03-30,"facebook","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000922",2021-03-30,"front_porch_forum","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000923",2021-03-30,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000925",2021-03-30,"tiktok","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000926",2021-03-30,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000927",2021-03-31,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000928",2021-03-31,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000929",2021-03-30,"facebook","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000930",2021-03-31,"flyer","screening_scheduled","Project 1 and Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000931",2021-03-31,"front_porch_forum","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000932",2021-04-01,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000933",2021-04-01,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000934",2021-04-01,"facebook","ineligible","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000935",2021-04-02,"facebook","screening_scheduled","Project 2","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000936",2021-04-02,"facebook","ineligible","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000937",2021-05-24,"facebook","lost_contact","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000938",2021-04-03,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000939",2021-09-14,"other_person","screening_scheduled","Project 1 and Project 3","screened","In Progress","randomized","not complete","rand: Project 1"
"S000940",2021-04-05,"tiktok","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000941",2021-04-05,"flyer","screening_scheduled","Project 2","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000942",2021-04-05,"facebook","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000943",2021-04-08,"tiktok","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000944",2021-04-09,"craigslist","screening_scheduled","Project 1 and Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000945",2021-04-09,"facebook","screening_scheduled","Project 1","not screened",NA,"not randomized","not complete","not randomized"
"S000947",2021-04-13,"facebook","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000948",2021-04-13,"tiktok","screening_scheduled","Project 3","screened","Withdrawn - Post-Product","randomized","not complete","rand: Project 3"
"S000949",2021-04-16,"direct_mail","screening_scheduled","Project 1 and Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000950",2021-04-19,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000951",2021-04-20,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000952",2021-04-20,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000953",2021-04-15,"craigslist","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000954",2021-04-16,"facebook","screening_declined","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000955",2021-04-19,"craigslist","waiting_list","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000956",2021-04-21,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000957",2021-04-20,"facebook","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000958",2021-04-21,"google","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000959",2021-04-22,"direct_mail","screening_scheduled","Project 3","screened","Screening Ineligible","not randomized","not complete","not randomized"
"S000960",2021-04-23,"facebook","waiting_list","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000961",2021-04-25,"clin_trials_web","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000962",2021-04-25,"craigslist","screening_declined","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000963",2021-04-26,"TV","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000964",2021-04-26,"other_person","lost_contact","Project 2","not screened",NA,"not randomized","not complete","not randomized"
"S000965",2021-04-26,"front_porch_forum","screening_scheduled","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000966",2021-04-27,"other_person","screening_scheduled","Project 1 and Project 3","screened","Complete","randomized","complete","rand: Project 1"
"S000967",2021-04-28,"front_porch_forum","screening_scheduled","Project 3","screened","Complete","randomized","complete","rand: Project 3"
"S000968",2021-04-28,"facebook","lost_contact","Project 3","not screened",NA,"not randomized","not complete","not randomized"
"S000969",2021-04-01,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000970",2021-04-02,"front_porch_forum","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000971",2021-04-04,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000972",2021-04-05,"tiktok","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000973",2021-04-06,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000974",2021-08-04,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000975",2021-04-09,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000976",2021-04-12,"tiktok","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000977",2021-04-12,"tiktok","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000978",2021-04-12,"front_porch_forum","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000979",2021-04-13,"facebook","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000980",2021-04-15,"tiktok","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000981",2021-04-15,"craigslist","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000983",2021-04-16,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000984",2021-04-16,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000985",2021-04-17,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000986",2021-04-17,"other_person","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
"S000987",2021-04-17,"direct_mail","ineligible","ineligible","not screened",NA,"not randomized","not complete","not randomized"
